student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,attendance_level,study_efficiency
7540,22,0,6,2.6,66.0,1,4.6,0,4,1,2,38.7,Medium,0.5652173913043479
7541,22,2,5,4.1,62.6,1,8.1,1,2,1,0,34.1,Medium,0.5061728395061729
7542,24,2,1,7.21,97.2,0,4.2,2,3,0,1,84.7,High,1.7166666666666666
7543,19,2,1,1.73,42.7,0,5.1,1,3,0,2,31.9,Low,0.3392156862745098
7544,24,0,1,6.25,98.5,1,9.6,0,2,0,0,90.2,High,0.6510416666666667
7545,20,1,6,3.85,59.1,1,9.7,1,2,0,0,72.2,Low,0.3969072164948454
7546,22,0,0,6.94,74.2,1,4.6,0,0,1,2,97.0,Medium,1.5086956521739132
7547,22,2,6,6.9,95.9,1,6.4,1,3,2,0,93.1,High,1.078125
7548,23,0,2,6.86,78.7,1,9.9,2,4,2,0,99.3,Medium,0.692929292929293
7549,20,2,3,3.21,86.0,1,4.4,1,2,1,0,72.1,High,0.7295454545454545
7550,23,2,2,2.77,45.8,1,9.5,0,0,2,2,60.8,Low,0.29157894736842105
7551,19,2,3,1.66,74.2,0,9.9,2,3,1,0,64.1,Medium,0.16767676767676767
7552,20,0,2,1.83,58.6,1,9.3,0,1,2,2,52.3,Low,0.1967741935483871
7553,20,1,1,4.93,65.2,1,8.9,0,0,2,0,78.8,Medium,0.5539325842696629
7554,22,0,1,7.7,54.2,1,7.4,2,4,1,1,74.2,Low,1.0405405405405406
7555,21,0,4,4.85,76.9,1,9.5,2,0,0,0,100.0,Medium,0.5105263157894736
7556,17,2,4,3.3,72.2,1,4.6,2,0,0,2,64.7,Medium,0.717391304347826
7557,23,1,3,1.94,47.7,1,4.7,0,2,2,0,40.1,Low,0.4127659574468085
7558,23,1,1,5.22,83.8,1,8.1,1,3,0,2,64.9,High,0.6444444444444445
7559,17,1,1,1.69,57.1,1,4.1,1,2,0,0,54.2,Low,0.41219512195121955
7560,24,0,0,0.75,75.2,1,7.8,1,4,2,0,37.6,Medium,0.09615384615384616
7561,22,1,6,0.75,92.1,1,7.7,2,4,1,1,22.1,High,0.09740259740259741
7562,17,0,4,6.8,63.9,1,7.7,0,1,2,2,74.4,Medium,0.8831168831168831
7563,20,1,2,3.06,78.4,1,5.0,2,4,1,0,59.5,Medium,0.612
7564,23,2,2,7.52,91.7,1,9.5,1,0,1,0,100.0,High,0.791578947368421
7565,19,0,0,3.97,77.3,1,8.4,2,4,0,2,70.1,Medium,0.4726190476190476
7566,24,2,1,5.53,99.0,1,5.7,2,1,0,2,88.9,High,0.9701754385964912
7567,20,0,0,6.62,44.9,1,7.6,2,3,2,2,45.2,Low,0.8710526315789474
7568,18,1,6,7.0,61.8,0,6.4,0,3,1,0,63.1,Medium,1.09375
7569,19,1,1,1.3,82.2,1,8.6,1,0,2,0,67.3,High,0.15116279069767444
7570,21,2,4,1.73,69.3,1,7.0,0,4,1,0,29.9,Medium,0.24714285714285714
7571,22,0,3,1.2,55.5,1,5.7,2,2,0,0,42.9,Low,0.21052631578947367
7572,24,2,4,3.56,60.1,1,8.9,2,0,1,0,52.3,Medium,0.39999999999999997
7573,18,2,3,1.24,83.5,1,6.4,0,0,2,0,71.9,High,0.19374999999999998
7574,24,0,3,5.21,87.2,1,9.9,1,2,2,2,70.4,High,0.5262626262626262
7575,21,0,1,2.9,78.1,0,6.4,0,1,0,2,41.5,Medium,0.45312499999999994
7576,18,1,6,7.71,93.3,0,7.4,0,2,1,1,100.0,High,1.0418918918918918
7577,24,1,1,6.53,71.3,1,6.4,1,2,2,1,85.4,Medium,1.0203125
7578,19,1,1,5.79,89.4,1,7.2,2,2,1,2,84.7,High,0.8041666666666667
7579,21,1,2,5.51,46.4,1,9.9,1,2,1,2,60.7,Low,0.5565656565656565
7580,22,0,2,0.32,99.1,0,4.7,2,4,2,0,59.1,High,0.06808510638297872
7581,17,2,0,0.67,92.5,0,8.9,2,4,0,2,56.8,High,0.07528089887640449
7582,18,0,5,3.46,93.6,1,9.3,0,4,1,2,61.4,High,0.37204301075268814
7583,22,0,1,7.32,92.8,1,8.0,2,2,1,2,84.4,High,0.915
7584,19,2,2,0.75,90.5,1,7.0,0,3,0,2,48.5,High,0.10714285714285714
7585,17,2,3,3.36,45.1,1,7.3,1,3,0,2,48.7,Low,0.4602739726027397
7586,17,1,3,6.35,94.6,1,8.1,1,3,1,2,82.5,High,0.7839506172839507
7587,23,1,3,2.56,50.1,1,9.7,1,4,2,2,54.6,Low,0.2639175257731959
7588,18,0,2,7.44,92.1,1,6.1,0,1,2,1,86.4,High,1.2196721311475411
7589,17,1,1,7.48,73.5,0,9.5,2,4,2,0,63.3,Medium,0.7873684210526316
7590,21,1,0,0.46,57.0,1,5.7,1,1,0,0,51.4,Low,0.08070175438596491
7591,17,0,5,4.93,58.9,1,6.7,2,2,2,0,34.7,Low,0.735820895522388
7592,22,0,4,1.16,56.2,1,6.6,2,3,0,2,19.599,Low,0.17575757575757575
7593,21,1,5,3.53,83.5,1,5.0,2,4,0,0,61.9,High,0.706
7594,22,1,3,7.18,84.1,1,5.1,0,1,1,2,75.4,High,1.407843137254902
7595,20,2,0,0.59,65.7,1,9.2,1,0,0,0,66.8,Medium,0.0641304347826087
7596,23,0,3,7.5,65.6,1,9.9,0,3,0,2,85.6,Medium,0.7575757575757576
7597,22,0,0,7.91,52.8,1,9.7,1,1,0,2,100.0,Low,0.8154639175257733
7598,20,1,1,5.36,63.9,0,5.3,1,0,2,1,68.0,Medium,1.0113207547169811
7599,17,1,4,2.85,79.8,1,5.7,0,0,1,0,64.3,Medium,0.5
7600,19,0,0,2.01,77.5,1,4.8,1,2,2,0,70.5,Medium,0.41874999999999996
7601,18,1,1,3.46,47.8,1,8.2,0,0,0,2,68.0,Low,0.42195121951219516
7602,17,1,4,1.44,83.9,1,4.1,1,3,0,2,63.1,High,0.351219512195122
7603,19,2,2,0.16,99.4,1,8.1,2,0,2,2,56.4,High,0.019753086419753086
7604,18,2,2,0.5,88.7,0,5.6,0,3,0,2,55.7,High,0.08928571428571429
7605,17,0,0,5.31,40.6,1,8.3,2,1,2,0,44.1,Low,0.6397590361445782
7606,19,1,4,0.17,89.3,1,5.1,2,4,0,2,41.8,High,0.03333333333333334
7607,21,1,5,2.41,41.8,1,9.6,1,0,1,2,52.2,Low,0.2510416666666667
7608,18,0,3,5.41,48.1,1,4.7,0,2,1,0,54.2,Low,1.151063829787234
7609,19,2,1,1.4,54.6,1,4.2,1,3,1,0,19.599,Low,0.3333333333333333
7610,17,0,0,2.66,69.5,1,4.7,0,0,1,0,61.3,Medium,0.5659574468085107
7611,17,0,0,0.25,90.7,1,5.5,0,4,2,2,49.2,High,0.045454545454545456
7612,18,1,0,0.9,88.8,1,8.1,2,4,1,0,50.7,High,0.11111111111111112
7613,20,1,4,1.81,62.3,1,6.6,2,0,1,1,39.1,Medium,0.2742424242424243
7614,22,1,5,1.01,68.4,1,6.8,2,3,0,2,30.1,Medium,0.14852941176470588
7615,23,0,4,3.78,50.2,1,7.5,2,1,0,1,62.0,Low,0.504
7616,22,1,0,1.02,97.1,0,8.1,0,3,2,2,47.2,High,0.12592592592592594
7617,21,1,0,2.44,56.4,1,8.3,2,4,0,1,40.8,Low,0.2939759036144578
7618,24,0,2,5.79,52.3,1,6.5,0,2,1,2,66.8,Low,0.8907692307692308
7619,19,0,5,5.23,99.3,1,4.8,1,4,2,2,68.6,High,1.0895833333333336
7620,23,2,6,3.06,52.7,1,4.6,1,1,0,0,47.8,Low,0.6652173913043479
7621,24,0,2,7.45,50.9,1,5.5,0,1,1,1,67.8,Low,1.3545454545454545
7622,21,1,2,6.3,99.0,1,5.0,2,1,0,1,93.5,High,1.26
7623,23,2,1,4.86,44.6,1,6.3,0,2,2,0,52.1,Low,0.7714285714285715
7624,18,2,5,3.49,42.0,1,9.9,2,3,2,0,43.4,Low,0.3525252525252525
7625,24,2,1,0.48,67.4,1,5.8,1,1,2,2,57.2,Medium,0.08275862068965517
7626,21,2,2,3.3,57.8,1,9.7,1,2,0,1,69.5,Low,0.3402061855670103
7627,18,0,0,4.36,92.2,1,7.9,2,1,1,0,66.5,High,0.5518987341772152
7628,17,2,0,7.91,84.1,1,4.3,1,2,1,2,95.8,High,1.8395348837209304
7629,22,2,0,7.61,72.4,1,8.5,1,1,2,0,85.0,Medium,0.8952941176470589
7630,20,0,3,0.9,40.6,1,8.3,1,0,1,2,56.9,Low,0.10843373493975902
7631,19,2,1,7.83,55.9,0,8.2,1,3,2,0,90.2,Low,0.9548780487804879
7632,20,2,2,6.04,93.4,0,4.8,1,1,1,2,79.2,High,1.2583333333333333
7633,24,2,2,5.46,54.9,1,4.1,1,0,2,1,70.1,Low,1.3317073170731708
7634,20,0,5,7.23,41.7,1,9.0,0,4,1,1,58.1,Low,0.8033333333333333
7635,17,0,4,2.6,53.9,1,8.5,1,3,2,1,53.4,Low,0.3058823529411765
7636,19,2,1,3.19,85.4,1,7.5,0,4,1,0,57.1,High,0.42533333333333334
7637,18,2,6,6.97,91.6,1,8.6,0,3,0,0,88.0,High,0.8104651162790698
7638,22,1,3,0.83,57.1,1,7.5,2,2,2,0,46.3,Low,0.11066666666666666
7639,23,1,5,5.67,53.9,1,7.6,0,4,1,2,61.0,Low,0.7460526315789474
7640,23,2,5,6.48,90.2,1,9.8,1,2,1,2,97.3,High,0.6612244897959184
7641,22,1,0,7.08,51.8,1,4.9,1,4,0,1,75.9,Low,1.4448979591836735
7642,23,2,4,1.75,61.8,1,5.8,1,3,2,2,54.8,Medium,0.3017241379310345
7643,20,1,4,5.43,62.8,1,4.7,0,0,2,2,70.8,Medium,1.15531914893617
7644,22,2,3,0.69,63.8,1,5.4,1,3,1,0,41.9,Medium,0.12777777777777777
7645,17,2,4,6.89,44.5,1,9.1,0,2,2,2,58.9,Low,0.7571428571428571
7646,21,1,0,3.85,90.6,1,8.3,1,3,0,2,73.2,High,0.463855421686747
7647,21,1,2,4.99,52.9,0,7.4,1,1,2,2,65.5,Low,0.6743243243243243
7648,17,2,2,6.81,62.0,1,5.3,1,2,2,0,87.7,Medium,1.2849056603773585
7649,21,1,3,4.05,78.2,1,6.9,0,3,1,2,57.4,Medium,0.5869565217391304
7650,22,1,6,4.07,88.2,1,7.4,2,1,2,2,58.7,High,0.55
7651,19,2,1,3.72,75.2,0,4.8,2,2,0,2,64.2,Medium,0.775
7652,21,2,4,4.81,61.7,1,4.4,1,0,1,1,65.2,Medium,1.093181818181818
7653,19,1,1,5.74,40.6,1,5.1,1,1,2,2,75.9,Low,1.1254901960784316
7654,19,0,4,6.44,69.7,1,8.8,1,4,2,0,85.5,Medium,0.7318181818181818
7655,18,0,1,0.24,73.7,1,7.4,1,2,2,0,48.7,Medium,0.03243243243243243
7656,19,0,3,2.78,61.6,0,7.9,1,3,2,2,48.5,Medium,0.3518987341772151
7657,23,0,5,3.46,77.8,0,4.6,0,3,0,1,47.6,Medium,0.7521739130434784
7658,24,0,0,0.79,87.3,1,5.9,1,2,1,2,46.1,High,0.13389830508474576
7659,22,1,6,6.01,42.1,1,5.4,1,0,2,1,79.5,Low,1.112962962962963
7660,21,1,2,4.18,88.7,1,8.7,0,4,0,2,78.6,High,0.4804597701149425
7661,21,2,2,0.08,75.4,1,4.9,1,3,2,1,44.4,Medium,0.016326530612244896
7662,20,1,1,5.05,59.5,1,5.6,0,1,1,2,55.5,Low,0.9017857142857143
7663,20,2,1,2.71,81.6,1,8.2,2,0,0,2,75.4,High,0.3304878048780488
7664,21,1,0,5.81,82.2,1,7.9,2,3,1,2,63.3,High,0.7354430379746835
7665,23,2,6,1.44,85.5,1,9.2,0,1,2,2,43.7,High,0.1565217391304348
7666,20,0,1,0.08,64.8,1,9.1,2,4,0,2,28.2,Medium,0.008791208791208791
7667,21,2,0,0.69,74.6,1,9.0,2,4,1,2,36.5,Medium,0.07666666666666666
7668,20,2,2,3.52,68.6,1,8.5,1,1,1,0,61.4,Medium,0.41411764705882353
7669,19,0,5,5.98,61.8,0,4.9,0,3,1,1,75.8,Medium,1.220408163265306
7670,19,2,3,4.83,47.8,0,7.3,1,4,2,2,71.9,Low,0.6616438356164384
7671,17,0,2,0.12,95.1,0,4.7,0,2,1,0,31.1,High,0.02553191489361702
7672,20,2,3,4.73,47.6,1,7.0,2,1,0,2,50.7,Low,0.6757142857142858
7673,22,2,1,3.86,78.9,0,8.7,2,1,1,1,56.7,Medium,0.44367816091954027
7674,22,2,0,6.37,64.0,0,7.1,2,2,1,2,54.7,Medium,0.8971830985915493
7675,24,2,1,2.05,89.3,1,6.1,1,4,2,1,52.9,High,0.3360655737704918
7676,17,0,5,5.75,68.3,1,9.9,2,0,0,2,87.2,Medium,0.5808080808080808
7677,23,1,2,5.05,51.2,1,5.9,0,2,1,0,62.4,Low,0.8559322033898304
7678,23,0,4,4.98,49.0,1,5.1,2,0,2,2,63.9,Low,0.9764705882352943
7679,20,1,5,3.24,63.5,1,7.1,1,0,1,1,63.6,Medium,0.45633802816901414
7680,19,0,2,0.1,72.1,0,6.7,1,2,1,2,55.7,Medium,0.014925373134328358
7681,19,2,6,1.5,77.8,1,6.1,2,4,1,2,23.0,Medium,0.24590163934426232
7682,22,1,5,6.75,90.9,1,5.6,0,3,2,2,91.2,High,1.205357142857143
7683,23,2,1,4.93,62.5,0,9.9,0,0,0,2,85.0,Medium,0.4979797979797979
7684,22,0,3,4.63,86.9,1,6.2,0,4,2,2,69.5,High,0.746774193548387
7685,21,1,4,4.21,53.5,1,7.3,1,4,0,2,64.1,Low,0.5767123287671233
7686,22,2,3,0.62,92.7,0,4.5,2,2,2,2,43.7,High,0.13777777777777778
7687,17,1,5,2.78,45.8,1,6.8,1,2,0,0,37.3,Low,0.4088235294117647
7688,21,0,6,4.95,88.2,1,7.0,2,3,2,2,63.9,High,0.7071428571428572
7689,17,0,0,1.0,56.1,1,6.1,0,4,1,0,38.0,Low,0.1639344262295082
7690,24,2,2,7.37,79.4,1,4.2,0,3,1,2,61.0,Medium,1.7547619047619047
7691,24,0,3,0.58,72.6,1,7.2,1,3,1,2,52.6,Medium,0.08055555555555555
7692,21,1,4,5.44,74.7,1,4.3,0,3,1,2,66.8,Medium,1.2651162790697676
7693,19,0,5,2.41,98.8,1,5.3,2,1,0,2,74.9,High,0.45471698113207554
7694,22,2,1,6.91,75.9,1,9.6,0,1,2,2,81.8,Medium,0.7197916666666667
7695,22,2,6,6.61,52.9,1,6.1,2,2,1,2,63.5,Low,1.0836065573770493
7696,22,1,2,2.67,64.6,0,6.5,2,2,1,0,41.6,Medium,0.4107692307692308
7697,21,0,4,3.7,45.8,1,7.2,0,4,2,2,36.0,Low,0.513888888888889
7698,18,2,3,7.67,60.1,1,9.3,0,3,0,2,88.0,Medium,0.8247311827956989
7699,17,1,4,4.86,57.6,1,5.6,0,0,2,2,73.9,Low,0.867857142857143
7700,19,1,1,0.08,78.6,1,9.7,2,4,1,2,53.7,Medium,0.008247422680412371
7701,21,2,6,6.22,94.8,1,8.5,0,2,0,2,91.1,High,0.7317647058823529
7702,20,0,2,2.89,56.9,1,4.8,1,0,1,2,46.2,Low,0.6020833333333334
7703,21,0,5,2.21,90.9,1,8.5,1,4,0,0,64.3,High,0.26
7704,19,0,3,6.66,92.6,1,8.4,0,4,0,2,85.0,High,0.7928571428571428
7705,24,0,3,7.74,78.0,0,7.7,2,4,0,2,100.0,Medium,1.0051948051948052
7706,19,1,0,0.5,81.9,1,6.4,1,4,2,0,39.6,High,0.078125
7707,23,2,0,3.12,87.9,1,8.8,2,4,1,2,63.4,High,0.35454545454545455
7708,20,0,3,2.24,62.3,1,9.2,1,3,2,0,58.2,Medium,0.24347826086956526
7709,20,0,0,7.18,99.2,0,4.4,2,0,0,2,100.0,High,1.6318181818181816
7710,21,1,2,6.94,62.9,1,6.2,1,1,2,0,76.4,Medium,1.1193548387096774
7711,19,1,0,7.21,45.1,1,7.2,1,1,0,0,69.1,Low,1.0013888888888889
7712,18,0,0,0.34,84.0,1,9.9,0,1,0,2,71.9,High,0.03434343434343434
7713,20,1,5,0.4,60.1,1,7.0,1,4,1,1,39.8,Medium,0.05714285714285715
7714,23,2,3,4.41,41.7,1,5.9,2,3,2,2,62.4,Low,0.747457627118644
7715,18,2,3,1.34,50.7,1,4.6,2,1,0,0,50.9,Low,0.291304347826087
7716,20,1,3,0.9,62.2,1,7.7,0,0,1,0,39.3,Medium,0.11688311688311688
7717,22,1,0,2.08,52.8,1,8.8,1,2,2,2,60.2,Low,0.23636363636363636
7718,22,0,5,5.68,48.2,1,9.9,0,3,1,2,70.3,Low,0.5737373737373737
7719,20,1,4,5.37,49.8,0,7.8,1,4,0,2,70.7,Low,0.6884615384615385
7720,17,2,6,6.28,77.6,1,7.7,0,3,1,1,82.2,Medium,0.8155844155844156
7721,17,1,3,0.5,47.7,1,7.4,1,2,1,2,49.2,Low,0.06756756756756756
7722,20,0,2,6.13,87.0,1,8.6,1,3,0,2,83.1,High,0.7127906976744186
7723,23,1,4,3.92,90.5,1,7.0,0,3,1,0,80.2,High,0.5599999999999999
7724,17,2,0,2.5,83.4,1,5.7,1,0,0,2,73.9,High,0.43859649122807015
7725,24,1,2,4.88,54.7,0,6.1,2,3,2,0,52.7,Low,0.8
7726,22,0,5,6.4,74.6,1,8.2,1,0,1,0,84.9,Medium,0.7804878048780489
7727,17,2,4,0.83,43.7,1,8.9,1,2,0,0,35.5,Low,0.09325842696629212
7728,19,0,4,6.46,96.6,1,7.7,0,0,1,1,100.0,High,0.8389610389610389
7729,18,1,4,4.56,40.6,0,8.4,0,2,1,2,54.2,Low,0.5428571428571428
7730,24,1,6,4.96,53.3,0,4.1,1,1,2,2,50.3,Low,1.2097560975609758
7731,21,0,4,7.03,45.0,0,9.8,2,2,1,2,77.8,Low,0.7173469387755101
7732,19,1,4,5.68,99.4,1,5.1,0,4,0,1,69.9,High,1.1137254901960785
7733,19,0,5,4.67,42.4,1,5.6,1,4,0,1,56.1,Low,0.8339285714285715
7734,21,0,5,2.69,40.6,1,5.6,0,4,1,2,35.7,Low,0.48035714285714287
7735,17,0,4,4.08,46.0,1,5.7,1,2,0,1,41.6,Low,0.7157894736842105
7736,19,2,2,6.69,92.9,1,5.1,1,4,0,1,96.5,High,1.3117647058823532
7737,18,2,0,7.91,64.0,1,4.1,2,2,0,0,83.3,Medium,1.929268292682927
7738,21,1,1,6.05,96.7,0,9.7,1,1,1,2,76.7,High,0.6237113402061856
7739,22,2,6,6.32,97.6,0,6.5,0,1,1,2,100.0,High,0.9723076923076923
7740,20,2,4,5.6,83.6,1,4.9,0,0,2,2,73.4,High,1.1428571428571428
7741,18,1,3,6.14,50.1,1,6.7,2,3,0,2,43.5,Low,0.9164179104477611
7742,19,0,3,1.95,98.3,1,7.4,2,3,0,0,54.1,High,0.2635135135135135
7743,23,0,4,3.39,66.3,1,8.5,0,4,1,2,46.1,Medium,0.39882352941176474
7744,18,0,5,4.45,67.9,1,7.1,2,1,2,0,61.3,Medium,0.6267605633802817
7745,18,0,1,4.4,78.2,1,7.9,2,3,2,2,54.9,Medium,0.5569620253164557
7746,17,2,6,4.78,83.0,1,5.2,2,1,0,1,66.0,High,0.9192307692307693
7747,23,0,5,7.79,97.7,1,9.2,1,0,1,1,100.0,High,0.8467391304347827
7748,17,2,1,6.84,98.3,1,9.1,2,2,1,2,83.7,High,0.7516483516483516
7749,21,0,4,6.62,64.8,0,4.5,1,0,0,2,79.7,Medium,1.471111111111111
7750,24,0,0,6.64,48.5,1,6.2,0,0,2,0,77.8,Low,1.0709677419354837
7751,22,1,0,6.35,94.9,1,9.0,2,4,0,2,79.5,High,0.7055555555555555
7752,20,1,6,5.43,47.1,0,5.7,0,0,0,1,77.5,Low,0.9526315789473684
7753,18,0,1,2.05,73.2,1,4.6,0,1,0,0,40.7,Medium,0.44565217391304346
7754,17,1,5,6.85,50.0,1,4.3,0,3,0,2,66.5,Low,1.5930232558139534
7755,18,2,4,2.24,61.5,1,5.2,0,1,2,1,48.5,Medium,0.4307692307692308
7756,24,1,5,5.8,71.8,1,5.3,0,3,2,2,72.9,Medium,1.0943396226415094
7757,18,1,5,0.89,82.3,1,8.5,1,2,1,2,62.3,High,0.10470588235294118
7758,17,2,4,4.38,98.5,0,4.1,1,1,2,1,67.3,High,1.0682926829268293
7759,23,1,1,2.55,95.1,1,7.3,0,4,1,1,42.6,High,0.3493150684931507
7760,20,1,6,5.64,71.2,0,9.5,0,0,0,2,100.0,Medium,0.5936842105263157
7761,19,1,4,6.84,58.7,1,9.6,2,4,1,2,57.5,Low,0.7125
7762,22,2,0,0.12,72.2,1,7.6,1,1,0,0,43.0,Medium,0.015789473684210527
7763,21,2,1,0.91,62.0,1,6.4,1,2,1,2,47.6,Medium,0.1421875
7764,24,1,2,7.4,67.6,0,6.0,2,3,0,2,78.7,Medium,1.2333333333333334
7765,20,0,0,1.91,94.9,1,7.2,0,0,1,1,63.7,High,0.2652777777777778
7766,22,0,2,5.85,70.9,1,9.1,2,2,0,2,68.3,Medium,0.6428571428571428
7767,24,2,6,6.5,42.5,1,5.4,2,3,2,1,51.2,Low,1.2037037037037037
7768,20,0,3,5.92,81.0,1,5.1,2,1,0,1,74.7,High,1.1607843137254903
7769,19,0,4,0.26,56.9,0,5.1,0,2,2,1,41.6,Low,0.05098039215686275
7770,24,0,5,5.88,52.8,1,7.0,2,2,1,2,52.0,Low,0.84
7771,18,1,6,7.69,86.0,1,6.1,0,3,1,2,80.1,High,1.2606557377049181
7772,17,0,3,2.95,49.9,0,9.6,1,3,1,0,50.0,Low,0.3072916666666667
7773,21,0,2,5.68,76.6,1,6.4,0,4,0,0,70.7,Medium,0.8875
7774,24,2,4,2.21,89.0,1,8.0,0,2,0,2,53.7,High,0.27625
7775,17,0,6,7.91,58.0,1,9.1,2,4,2,2,81.0,Low,0.8692307692307693
7776,23,2,0,1.67,68.3,1,8.9,0,0,0,2,51.5,Medium,0.18764044943820224
7777,23,0,2,2.44,74.7,0,5.1,1,4,0,2,66.2,Medium,0.47843137254901963
7778,24,2,5,1.34,78.5,1,8.4,2,3,0,0,40.3,Medium,0.15952380952380954
7779,20,2,4,7.64,98.3,1,7.8,2,0,1,2,100.0,High,0.9794871794871794
7780,19,1,1,4.57,93.3,1,6.7,2,3,2,0,70.7,High,0.682089552238806
7781,21,0,2,1.98,52.5,1,9.0,0,4,2,2,29.8,Low,0.22
7782,18,2,3,1.08,72.7,1,6.2,2,0,0,0,49.6,Medium,0.17419354838709677
7783,23,0,1,7.0,49.5,1,4.4,1,4,0,1,73.5,Low,1.5909090909090908
7784,22,2,1,0.5,43.6,1,4.1,0,3,0,1,27.5,Low,0.12195121951219513
7785,20,0,0,5.15,62.1,1,7.8,2,1,2,1,77.4,Medium,0.6602564102564104
7786,21,2,3,4.88,59.2,1,6.8,0,3,2,2,78.3,Low,0.7176470588235294
7787,22,0,5,6.17,74.2,1,8.6,0,1,2,2,74.4,Medium,0.7174418604651163
7788,21,0,3,5.45,78.5,1,9.4,0,3,2,1,90.5,Medium,0.5797872340425532
7789,23,1,5,6.69,63.1,1,7.8,2,2,0,0,72.3,Medium,0.8576923076923078
7790,24,1,4,0.3,92.0,1,7.3,2,0,2,2,38.9,High,0.0410958904109589
7791,24,1,0,3.44,90.5,0,5.1,2,1,2,0,66.6,High,0.6745098039215687
7792,21,2,3,0.65,83.3,0,7.4,2,1,2,0,36.0,High,0.08783783783783784
7793,22,0,2,3.24,61.0,0,7.0,1,4,2,2,62.4,Medium,0.4628571428571429
7794,19,0,6,4.49,54.5,1,7.6,0,2,1,2,62.4,Low,0.5907894736842105
7795,17,0,0,4.75,47.0,1,6.9,0,3,1,2,46.7,Low,0.6884057971014492
7796,20,0,6,7.4,55.0,1,7.4,0,2,1,2,80.9,Low,1.0
7797,23,2,4,7.37,97.5,1,8.5,0,3,0,2,100.0,High,0.8670588235294118
7798,18,0,0,2.48,65.1,1,9.3,1,4,2,0,54.7,Medium,0.26666666666666666
7799,21,0,3,5.59,64.9,1,7.1,0,0,1,1,76.7,Medium,0.7873239436619719
7800,18,0,2,5.7,68.2,1,9.2,1,1,0,1,76.6,Medium,0.6195652173913044
7801,20,0,4,7.66,78.9,1,7.6,0,3,2,0,93.2,Medium,1.0078947368421054
7802,18,0,2,0.67,95.2,0,6.1,1,4,0,2,44.4,High,0.1098360655737705
7803,22,1,4,4.94,46.8,1,6.2,2,2,1,2,54.4,Low,0.7967741935483872
7804,23,2,1,3.26,89.2,0,8.6,1,1,0,0,67.2,High,0.37906976744186044
7805,23,0,2,2.78,66.9,1,6.9,1,4,2,0,51.8,Medium,0.40289855072463765
7806,22,0,1,4.94,56.5,1,8.7,0,4,1,1,40.0,Low,0.567816091954023
7807,18,0,2,2.24,72.6,1,7.4,2,1,1,1,32.7,Medium,0.3027027027027027
7808,21,0,6,0.29,72.4,0,4.3,0,1,1,0,19.599,Medium,0.06744186046511627
7809,17,2,6,6.22,48.0,0,6.9,1,1,2,2,66.0,Low,0.9014492753623188
7810,19,1,6,0.69,45.8,1,7.0,2,3,1,2,25.8,Low,0.09857142857142856
7811,21,1,5,2.63,77.6,1,8.3,0,4,1,2,42.4,Medium,0.316867469879518
7812,22,2,1,4.76,84.1,1,8.8,1,4,1,0,60.5,High,0.5409090909090909
7813,17,2,5,4.99,76.9,0,4.7,0,4,0,2,61.2,Medium,1.0617021276595744
7814,23,0,5,5.33,61.2,0,7.7,1,2,2,2,77.6,Medium,0.6922077922077922
7815,20,0,1,7.91,73.4,1,8.2,2,2,0,2,76.1,Medium,0.9646341463414635
7816,24,0,5,3.21,94.4,1,9.0,0,0,2,2,72.1,High,0.3566666666666667
7817,21,2,6,1.1,95.4,1,7.0,0,0,0,2,78.4,High,0.15714285714285717
7818,21,0,0,1.1,53.9,0,4.2,1,0,1,0,39.1,Low,0.2619047619047619
7819,22,2,4,4.08,45.7,1,4.5,2,0,2,1,60.2,Low,0.9066666666666667
7820,23,0,6,3.07,79.2,1,6.6,2,4,1,0,35.9,Medium,0.46515151515151515
7821,18,0,1,7.31,50.5,1,8.3,1,3,0,0,99.1,Low,0.8807228915662649
7822,21,2,6,4.09,88.1,1,9.7,1,0,0,2,66.5,High,0.4216494845360825
7823,17,0,0,3.62,56.8,1,6.2,0,2,0,2,35.5,Low,0.5838709677419355
7824,20,1,6,6.9,49.0,1,7.8,2,3,1,2,66.4,Low,0.8846153846153847
7825,23,1,1,6.37,89.0,1,8.3,0,2,1,1,80.2,High,0.7674698795180722
7826,23,2,5,5.71,52.5,1,4.4,1,0,2,0,74.6,Low,1.2977272727272726
7827,19,0,3,4.22,40.6,0,7.1,0,1,1,2,41.0,Low,0.5943661971830986
7828,20,1,0,1.88,89.3,0,4.5,0,3,1,0,52.6,High,0.41777777777777775
7829,21,2,3,4.54,45.6,1,6.8,2,4,2,2,33.6,Low,0.6676470588235295
7830,20,2,1,0.93,65.2,1,9.3,1,1,1,1,55.8,Medium,0.09999999999999999
7831,18,0,4,4.29,63.7,1,8.8,2,0,1,2,82.7,Medium,0.4875
7832,19,0,6,6.81,48.6,1,8.1,2,1,2,1,47.4,Low,0.8407407407407407
7833,20,2,4,4.12,42.1,1,9.4,0,1,0,2,66.0,Low,0.43829787234042555
7834,21,1,1,0.55,45.1,1,5.8,0,1,0,0,52.4,Low,0.09482758620689656
7835,24,1,4,0.25,65.7,1,6.7,1,4,0,2,47.0,Medium,0.03731343283582089
7836,21,0,3,6.88,97.4,1,5.7,0,4,1,2,75.1,High,1.207017543859649
7837,20,0,6,1.79,83.5,1,6.0,0,2,0,1,48.8,High,0.29833333333333334
